WKT,color
"LINESTRING (11.034804856712 49.591176683461,11.034869316514 49.591122437390)",ff0aff04
"LINESTRING (10.974855534625 49.478257850026,10.974920517143 49.478231167848)",ff0aff04
"LINESTRING (10.512794708107 50.036744656144,10.512596210265 50.036751556466)",ff7cff79
"LINESTRING (10.515552004599 50.026455164728,10.515629101714 50.026300890994)",ff7cff79
"LINESTRING (10.515552004599 50.026455164728,10.512150977942 50.030120676764)",ff0aff04
"LINESTRING (10.515552004599 50.026455164728,10.515770947097 50.026235582881)",ff7cff79
"LINESTRING (10.515552004599 50.026455164728,10.509712821198 50.031443173406)",ff7cff79
"LINESTRING (10.515552004599 50.026455164728,10.515627113639 50.026398888728)",ff0aff04
"LINESTRING (10.515552004599 50.026455164728,10.515806685094 50.026254851403)",ff0aff04
"LINESTRING (11.005522765992 49.594916546300,11.005627045808 49.594882828427)",ff7cff79
"LINESTRING (11.005522765992 49.594916546300,11.005627045808 49.594882828427)",ff0aff04
"LINESTRING (11.005522765992 49.594916546300,11.005447476359 49.594941665431)",ff0aff04
"LINESTRING (11.005522765992 49.594916546300,11.005508258320 49.594950811572)",ff0aff04
"LINESTRING (11.005508258320 49.594950811572,11.005447476359 49.594941665431)",ff0aff04
"LINESTRING (11.005508258320 49.594950811572,11.005522765992 49.594916546300)",ff0aff04
"LINESTRING (11.034815238260 49.591138425180,11.034688136607 49.591140778651)",ff0aff04
"LINESTRING (11.034815238260 49.591138425180,11.034862524206 49.591156311612)",ff0aff04
"LINESTRING (11.034815238260 49.591138425180,11.034804856712 49.591176683461)",ff0aff04
"LINESTRING (11.034815238260 49.591138425180,11.035051853818 49.591196700866)",ff0aff04
"LINESTRING (11.034815238260 49.591138425180,11.034869316514 49.591122437390)",ff0aff04
"LINESTRING (11.041360103678 49.653638360138,11.041361437597 49.653677348774)",ff0aff04
"LINESTRING (11.041360103678 49.653638360138,11.041312129660 49.653690546021)",ff0aff04
"LINESTRING (11.041360103678 49.653638360138,11.041315571806 49.653656308434)",ff0aff04
"LINESTRING (11.041361437597 49.653677348774,11.041360103678 49.653638360138)",ff0aff04
"LINESTRING (11.041361437597 49.653677348774,11.041312129660 49.653690546021)",ff0aff04
"LINESTRING (11.041361437597 49.653677348774,11.041315571806 49.653656308434)",ff0aff04
"LINESTRING (10.078316024579 49.139406582068,10.078174930954 49.139312572247)",ff0aff04
"LINESTRING (10.078316024579 49.139406582068,10.078261480686 49.139316214553)",ff79ebff
"LINESTRING (10.078316024579 49.139406582068,10.078261480686 49.139316214553)",ff0aff04
"LINESTRING (10.515627113639 50.026398888728,10.515629101714 50.026300890994)",ff0aff04
"LINESTRING (10.515627113639 50.026398888728,10.515552004599 50.026455164728)",ff0aff04
"LINESTRING (10.515627113639 50.026398888728,10.515770947097 50.026235582881)",ff7cff79
"LINESTRING (10.515627113639 50.026398888728,10.515806685094 50.026254851403)",ff0aff04
"LINESTRING (11.035051853818 49.591196700866,11.034688136607 49.591140778651)",ff0aff04
"LINESTRING (11.035051853818 49.591196700866,11.034862524206 49.591156311612)",ff0aff04
"LINESTRING (11.035051853818 49.591196700866,11.034815238260 49.591138425180)",ff0aff04
"LINESTRING (11.035051853818 49.591196700866,11.034804856712 49.591176683461)",ff0aff04
"LINESTRING (11.035051853818 49.591196700866,11.034869316514 49.591122437390)",ff7cff79
"LINESTRING (11.041315571806 49.653656308434,11.041361437597 49.653677348774)",ff0aff04
"LINESTRING (11.041315571806 49.653656308434,11.041360103678 49.653638360138)",ff0aff04
"LINESTRING (11.041315571806 49.653656308434,11.041312129660 49.653690546021)",ff7cff79
"LINESTRING (10.986885822810 49.479674291078,10.986920790328 49.479875247205)",ff7cff79
"LINESTRING (11.034869316514 49.591122437390,11.034688136607 49.591140778651)",ff7cff79
"LINESTRING (11.034869316514 49.591122437390,11.034862524206 49.591156311612)",ff0aff04
"LINESTRING (11.034869316514 49.591122437390,11.034815238260 49.591138425180)",ff0aff04
"LINESTRING (11.034869316514 49.591122437390,11.034804856712 49.591176683461)",ff0aff04
"LINESTRING (11.034869316514 49.591122437390,11.035051853818 49.591196700866)",ff0aff04
"LINESTRING (11.326238885805 49.198172658258,11.327209742509 49.198556231336)",ff53acff
"LINESTRING (11.326238885805 49.198172658258,11.326827716924 49.198260975009)",ff7cff79
"LINESTRING (11.326238885805 49.198172658258,11.327319619653 49.198486843110)",ff53acff
"LINESTRING (11.326238885805 49.198172658258,11.326796864332 49.198226391802)",ff0aff04
"LINESTRING (12.875266516523 47.722319513409,12.876126614774 47.722415519591)",ff53acff
"LINESTRING (11.929777826066 49.547877077487,11.929843231235 49.547945365191)",ff0aff04
"LINESTRING (11.929777826066 49.547877077487,11.929843231235 49.547945365191)",ff0aff04
"LINESTRING (11.929777826066 49.547877077487,11.929869021172 49.547872183033)",ff0aff04
"LINESTRING (11.929777826066 49.547877077487,11.929869021172 49.547872183033)",ff0aff04
"LINESTRING (11.929843231235 49.547945365191,11.929869021172 49.547872183033)",ff0aff04
"LINESTRING (11.929843231235 49.547945365191,11.929869021172 49.547872183033)",ff0aff04
"LINESTRING (11.929843231235 49.547945365191,11.929777826066 49.547877077487)",ff0aff04
"LINESTRING (11.929843231235 49.547945365191,11.929777826066 49.547877077487)",ff0aff04
"LINESTRING (11.021577578889 49.551923699297,11.021630480652 49.551938733518)",ff0aff04
"LINESTRING (12.981615148435 47.841185174490,12.981502560336 47.841011714516)",ff7cff79
"LINESTRING (10.963592784426 49.597167763181,10.963566898789 49.597101500856)",ff0aff04
"LINESTRING (10.515770947097 50.026235582881,10.515629101714 50.026300890994)",ff0aff04
"LINESTRING (10.515770947097 50.026235582881,10.516281088853 50.025988071795)",ff0aff04
"LINESTRING (10.515770947097 50.026235582881,10.515627113639 50.026398888728)",ff0aff04
"LINESTRING (10.515770947097 50.026235582881,10.515806685094 50.026254851403)",ff0aff04
"LINESTRING (11.327048991976 49.198374163864,11.326827716924 49.198260975009)",ff0aff04
"LINESTRING (11.327048991976 49.198374163864,11.326796864332 49.198226391802)",ff7cff79
"LINESTRING (11.041312129660 49.653690546021,11.041361437597 49.653677348774)",ff0aff04
"LINESTRING (11.041312129660 49.653690546021,11.041360103678 49.653638360138)",ff7cff79
"LINESTRING (11.041312129660 49.653690546021,11.041315571806 49.653656308434)",ff0aff04
"LINESTRING (10.984826782481 49.475033881086,10.984801696101 49.475135015910)",ff7cff79
"LINESTRING (11.929869021172 49.547872183033,11.929843231235 49.547945365191)",ff0aff04
"LINESTRING (11.929869021172 49.547872183033,11.929843231235 49.547945365191)",ff0aff04
"LINESTRING (11.929869021172 49.547872183033,11.929777826066 49.547877077487)",ff0aff04
"LINESTRING (11.929869021172 49.547872183033,11.929777826066 49.547877077487)",ff0aff04
"LINESTRING (11.350606812195 49.390784524755,11.350555584325 49.390744529748)",ff0aff04
"LINESTRING (11.242361829976 49.500843085414,11.242560020894 49.500782467468)",ff7cff79
"LINESTRING (11.242361829976 49.500843085414,11.242584042688 49.500867099561)",ff0aff04
"LINESTRING (11.242361829976 49.500843085414,11.242505756648 49.500825809759)",ff0aff04
"LINESTRING (10.505244296914 50.031244384795,10.505220157035 50.031364016198)",ff0aff04
"LINESTRING (10.505244296914 50.031244384795,10.505233519623 50.031366574210)",ff0aff04
"LINESTRING (11.030853962833 49.545463669021,11.030824458535 49.545380770927)",ff0aff04
"LINESTRING (11.030824458535 49.545380770927,11.030853962833 49.545463669021)",ff0aff04
"LINESTRING (11.242505756648 49.500825809759,11.242560020894 49.500782467468)",ff0aff04
"LINESTRING (11.242505756648 49.500825809759,11.242584042688 49.500867099561)",ff0aff04
"LINESTRING (11.242505756648 49.500825809759,11.242361829976 49.500843085414)",ff0aff04
"LINESTRING (11.267096241704 49.504518558229,11.267259885203 49.504478478271)",ff0aff04
"LINESTRING (10.984801696101 49.475135015910,10.984826782481 49.475033881086)",ff79ebff
"LINESTRING (10.984801696101 49.475135015910,10.985111123246 49.475263934562)",ff0aff04
"LINESTRING (11.056065393655 49.446112605069,11.055852987290 49.446214623155)",ff1e1eff
"LINESTRING (11.056065393655 49.446112605069,11.055853520702 49.446146658295)",ff1e1eff
"LINESTRING (10.985111123246 49.475263934562,10.984801696101 49.475135015910)",ff7cff79
"LINESTRING (11.005096709664 49.591707536971,11.005032336647 49.591705740341)",ff0aff04
"LINESTRING (11.005032336647 49.591705740341,11.005096709664 49.591707536971)",ff0aff04
"LINESTRING (10.505233519623 50.031366574210,10.505220157035 50.031364016198)",ff0aff04
"LINESTRING (10.505233519623 50.031366574210,10.505220157035 50.031364016198)",ff0aff04
"LINESTRING (10.505233519623 50.031366574210,10.505244296914 50.031244384795)",ff0aff04
"LINESTRING (11.055853520702 49.446146658295,11.055832553918 49.446179794221)",ff0aff04
"LINESTRING (11.055853520702 49.446146658295,11.055931268830 49.446185319299)",ff0aff04
"LINESTRING (11.055853520702 49.446146658295,11.055852987290 49.446214623155)",ff1e1eff
"LINESTRING (11.055853520702 49.446146658295,11.055852987290 49.446214623155)",ff0aff04
"LINESTRING (11.055853520702 49.446146658295,11.056065393655 49.446112605069)",ff53acff
"LINESTRING (11.118730804367 49.435056957469,11.118827077711 49.435124270518)",ff0aff04
"LINESTRING (11.118730804367 49.435056957469,11.118827077711 49.435124270518)",ff0aff04
"LINESTRING (11.118730804367 49.435056957469,11.118657427784 49.435126747367)",ff0aff04
"LINESTRING (11.118730804367 49.435056957469,11.118748884159 49.435133694196)",ff0aff04
"LINESTRING (11.118730804367 49.435056957469,11.118684430881 49.435193678151)",ff0aff04
"LINESTRING (12.857249680335 47.803357239728,12.857142413534 47.803261065900)",ff0aff04
"LINESTRING (60.831106154415 80.622391278514,60.714322132106 80.530168460601)",ff0aff04
"LINESTRING (11.029044834413 49.408247717643,11.029122625661 49.408339249655)",ff0aff04
"LINESTRING (11.029044834413 49.408247717643,11.029146963488 49.408263785658)",ff7cff79
"LINESTRING (11.029122625661 49.408339249655,11.029044834413 49.408247717643)",ff7cff79
"LINESTRING (11.029122625661 49.408339249655,11.029146963488 49.408263785658)",ff79ebff
"LINESTRING (10.509616168251 50.031446485696,10.509712821198 50.031443173406)",ff7cff79
"LINESTRING (10.509616168251 50.031446485696,10.509712821198 50.031443173406)",ff0aff04
"LINESTRING (10.509616168251 50.031446485696,10.509130810591 50.031317615582)",ff0aff04
"LINESTRING (10.509616168251 50.031446485696,10.509678060703 50.031500082023)",ff0aff04
"LINESTRING (11.072346423935 49.455029780575,11.072188180788 49.455097511170)",ff0aff04
"LINESTRING (11.060808901857 49.445722114550,11.060651978257 49.445747084387)",ff0aff04
"LINESTRING (11.060808901857 49.445722114550,11.060833676357 49.445702782571)",ff7cff79
"LINESTRING (11.118684430881 49.435193678151,11.118827077711 49.435124270518)",ff0aff04
"LINESTRING (11.118684430881 49.435193678151,11.118657427784 49.435126747367)",ff0aff04
"LINESTRING (11.118684430881 49.435193678151,11.118748884159 49.435133694196)",ff0aff04
"LINESTRING (11.118684430881 49.435193678151,11.118730804367 49.435056957469)",ff0aff04
"LINESTRING (11.340615605175 49.604170961366,11.340733636745 49.604052059559)",ff0aff04
"LINESTRING (11.003711816464 49.468166143890,11.003650111284 49.468073130299)",ff0aff04
"LINESTRING (11.003711816464 49.468166143890,11.003615256939 49.468081226348)",ff0aff04
"LINESTRING (11.003650111284 49.468073130299,11.003711816464 49.468166143890)",ff0aff04
"LINESTRING (11.003650111284 49.468073130299,11.003615256939 49.468081226348)",ff0aff04
"LINESTRING (11.003650111284 49.468073130299,11.003558937736 49.468047347617)",ff0aff04
"LINESTRING (11.003558937736 49.468047347617,11.003650111284 49.468073130299)",ff0aff04
"LINESTRING (11.003558937736 49.468047347617,11.003615256939 49.468081226348)",ff0aff04
"LINESTRING (11.003615256939 49.468081226348,11.003711816464 49.468166143890)",ff7cff79
"LINESTRING (11.003615256939 49.468081226348,11.003650111284 49.468073130299)",ff0aff04
"LINESTRING (11.003615256939 49.468081226348,11.003558937736 49.468047347617)",ff0aff04
"LINESTRING (11.141772707699 50.051096658056,11.141729785168 50.051155222970)",ff0aff04
"LINESTRING (11.141772707699 50.051096658056,11.141820973090 50.051058781177)",ff0aff04
"LINESTRING (11.141729785168 50.051155222970,11.141772707699 50.051096658056)",ff0aff04
"LINESTRING (11.141729785168 50.051155222970,11.141820973090 50.051058781177)",ff0aff04
"LINESTRING (11.141820973090 50.051058781177,11.141729785168 50.051155222970)",ff0aff04
"LINESTRING (11.141820973090 50.051058781177,11.141772707699 50.051096658056)",ff0aff04
"LINESTRING (11.060576905151 49.445723812744,11.060651978257 49.445747084387)",ff7cff79
"LINESTRING (11.060576905151 49.445723812744,11.053242359663 49.450239142540)",ff6a6aff
"LINESTRING (11.060576905151 49.445723812744,11.060833676357 49.445702782571)",ff6a6aff
"LINESTRING (11.353858187159 49.385904009511,11.354211693923 49.386131618206)",ff53acff
"LINESTRING (10.986904718631 49.479970208711,10.986920790328 49.479875247205)",ff79ebff
"LINESTRING (11.354152670953 49.386206719376,11.354211693923 49.386131618206)",ff0aff04
"LINESTRING (11.354211693923 49.386131618206,11.353858187159 49.385904009511)",ff7cff79
"LINESTRING (11.354211693923 49.386131618206,11.354152670953 49.386206719376)",ff0aff04
"LINESTRING (10.968332968684 49.566381078604,10.968477851090 49.566593280313)",ff0aff04
"LINESTRING (10.509712821198 50.031443173406,10.515552004599 50.026455164728)",ff53acff
"LINESTRING (10.509712821198 50.031443173406,10.509616168251 50.031446485696)",ff0aff04
"LINESTRING (10.509712821198 50.031443173406,10.509678060703 50.031500082023)",ff0aff04
"LINESTRING (11.053155139381 49.450301907297,11.053243645095 49.450160008995)",ff0aff04
"LINESTRING (11.053155139381 49.450301907297,11.053243645095 49.450160008995)",ff0aff04
"LINESTRING (11.053155139381 49.450301907297,11.053088062596 49.450200785226)",ff53acff
"LINESTRING (11.053155139381 49.450301907297,11.053088062596 49.450200785226)",ff0aff04
"LINESTRING (11.053155139381 49.450301907297,11.053242359663 49.450239142540)",ff0aff04
"LINESTRING (11.053088062596 49.450200785226,11.053243645095 49.450160008995)",ff7cff79
"LINESTRING (11.053088062596 49.450200785226,11.053243645095 49.450160008995)",ff0aff04
"LINESTRING (11.053088062596 49.450200785226,11.053155139381 49.450301907297)",ff0aff04
"LINESTRING (11.053088062596 49.450200785226,11.053155139381 49.450301907297)",ff0aff04
"LINESTRING (11.053088062596 49.450200785226,11.053242359663 49.450239142540)",ff0aff04
"LINESTRING (11.053242359663 49.450239142540,11.053243645095 49.450160008995)",ff0aff04
"LINESTRING (11.053242359663 49.450239142540,11.034003288123 49.457035678285)",ff0aff04
"LINESTRING (11.053242359663 49.450239142540,11.053088062596 49.450200785226)",ff0aff04
"LINESTRING (11.053242359663 49.450239142540,11.053155139381 49.450301907297)",ff0aff04
"LINESTRING (11.053242359663 49.450239142540,11.055931268830 49.446185319299)",ff0aff04
"LINESTRING (11.053242359663 49.450239142540,11.060576905151 49.445723812744)",ff1e1eff
"LINESTRING (11.089671298130 49.466811976371,11.089809721608 49.466785699018)",ff0aff04
"LINESTRING (11.190314959935 49.787040394459,11.190484305617 49.786815921574)",ff0aff04
"LINESTRING (11.190314959935 49.787040394459,11.190419875108 49.786846841108)",ff0aff04
"LINESTRING (11.190314959935 49.787040394459,11.190441383086 49.787138025767)",ff0aff04
"LINESTRING (11.186967843359 49.780214889190,11.186943746598 49.780126762244)",ff79ebff
"LINESTRING (11.186943746598 49.780126762244,11.187370260951 49.779739119520)",ff4949ff
"LINESTRING (11.186943746598 49.780126762244,11.186967843359 49.780214889190)",ff0aff04
"LINESTRING (11.034688136607 49.591140778651,11.034815238260 49.591138425180)",ff79ebff
"LINESTRING (11.034688136607 49.591140778651,11.034804856712 49.591176683461)",ff7cff79
"LINESTRING (11.034688136607 49.591140778651,11.035051853818 49.591196700866)",ff7cff79
"LINESTRING (11.060651978257 49.445747084387,11.060808901857 49.445722114550)",ff7cff79
"LINESTRING (11.060651978257 49.445747084387,11.060576905151 49.445723812744)",ff7cff79
"LINESTRING (10.532605518262 50.122272680113,10.532659140882 50.122259633162)",ff7cff79
"LINESTRING (10.532605518262 50.122272680113,10.532641769001 50.122208047101)",ff7cff79
"LINESTRING (10.532605518262 50.122272680113,10.532584046217 50.122269488188)",ff79ebff
"LINESTRING (11.047525204216 49.722541777797,11.047256291201 49.722445551812)",ff0aff04
"LINESTRING (11.047525204216 49.722541777797,11.047369707962 49.722528184301)",ff0aff04
"LINESTRING (11.047525204216 49.722541777797,11.047503825598 49.722587136330)",ff7cff79
"LINESTRING (11.072188180788 49.455097511170,11.072346423935 49.455029780575)",ff0aff04
"LINESTRING (11.026438230165 49.575872411049,11.026212852743 49.575909416763)",ff0aff04
"LINESTRING (11.049115811658 49.723190585064,11.047503825598 49.722587136330)",ff53acff
"LINESTRING (9.7837806889502 50.166317727248,9.7836360868263 50.166288888064)",ff0aff04
"LINESTRING (9.7837806889502 50.166317727248,9.7836360868263 50.166288888064)",ff0aff04
"LINESTRING (11.082519999608 49.441460866352,11.082674875620 49.441323431804)",ff7cff79
"LINESTRING (11.082519999608 49.441460866352,11.082450305294 49.441591835416)",ff0aff04
"LINESTRING (11.235197351714 49.251260183598,11.235316641296 49.251153780094)",ff0aff04
"LINESTRING (11.235316641296 49.251153780094,11.235197351714 49.251260183598)",ff0aff04
"LINESTRING (11.047369707962 49.722528184301,11.047525204216 49.722541777797)",ff0aff04
"LINESTRING (11.047369707962 49.722528184301,11.047256291201 49.722445551812)",ff0aff04
"LINESTRING (11.047256291201 49.722445551812,11.047525204216 49.722541777797)",ff7cff79
"LINESTRING (11.047256291201 49.722445551812,11.047369707962 49.722528184301)",ff0aff04
"LINESTRING (9.9149543364200 49.799846056874,9.9131546891561 49.798666384822)",ff53acff
"LINESTRING (11.082597826788 49.441201143067,11.082674875620 49.441323431804)",ff0aff04
"LINESTRING (11.101678925177 49.462869721538,11.102089425327 49.462663580938)",ff6a6aff
"LINESTRING (12.876126614774 47.722415519591,12.876405989876 47.722315378188)",ff7cff79
"LINESTRING (12.876126614774 47.722415519591,12.875266516523 47.722319513409)",ff6a6aff
"LINESTRING (12.857142413534 47.803261065900,12.857249680335 47.803357239728)",ff0aff04
"LINESTRING (12.875263439198 47.726370358394,12.875267415102 47.726501862062)",ff7cff79
"LINESTRING (12.876184742060 47.726042008581,12.875267415102 47.726501862062)",ff1e1eff
"LINESTRING (11.053243645095 49.450160008995,11.055832553918 49.446179794221)",ff1e1eff
"LINESTRING (11.053243645095 49.450160008995,11.053088062596 49.450200785226)",ff79ebff
"LINESTRING (11.053243645095 49.450160008995,11.053155139381 49.450301907297)",ff79ebff
"LINESTRING (11.053243645095 49.450160008995,11.053088062596 49.450200785226)",ff0aff04
"LINESTRING (11.053243645095 49.450160008995,11.053155139381 49.450301907297)",ff0aff04
"LINESTRING (11.053243645095 49.450160008995,11.053242359663 49.450239142540)",ff0aff04
"LINESTRING (10.191718159848 49.912909606297,10.191423138418 49.913006280339)",ff0aff04
"LINESTRING (10.192871552844 49.908731271976,10.192155359920 49.908690382852)",ff7cff79
"LINESTRING (10.192155359920 49.908690382852,10.194545071607 49.908980774858)",ff53acff
"LINESTRING (10.192155359920 49.908690382852,10.192871552844 49.908731271976)",ff7cff79
"LINESTRING (10.712603028349 49.907220615170,10.712621846931 49.907303503276)",ff7cff79
"LINESTRING (12.876485566147 47.722398464961,12.876697016742 47.722391019851)",ff0aff04
"LINESTRING (12.876485566147 47.722398464961,12.876405989876 47.722315378188)",ff1e1eff
"LINESTRING (10.982905496499 49.477250118124,10.982851845134 49.477194354280)",ff7cff79
"LINESTRING (12.876673912827 47.724465994424,12.876857956468 47.724324477682)",ff0aff04
"LINESTRING (10.512150977942 50.030120676764,10.515552004599 50.026455164728)",ff4949ff
"LINESTRING (11.118827077711 49.435124270518,11.118657427784 49.435126747367)",ff0aff04
"LINESTRING (11.118827077711 49.435124270518,11.118748884159 49.435133694196)",ff0aff04
"LINESTRING (11.118827077711 49.435124270518,11.118730804367 49.435056957469)",ff0aff04
"LINESTRING (11.118827077711 49.435124270518,11.118730804367 49.435056957469)",ff0aff04
"LINESTRING (11.118827077711 49.435124270518,11.118684430881 49.435193678151)",ff0aff04
"LINESTRING (10.982851845134 49.477194354280,10.982905496499 49.477250118124)",ff79ebff
"LINESTRING (10.828609164578 49.910264593561,10.828761779265 49.910230128488)",ff0aff04
"LINESTRING (10.828609164578 49.910264593561,10.828742808047 49.910203355343)",ff0aff04
"LINESTRING (10.191876676012 49.907207085776,10.192155359920 49.908690382852)",ff79ebff
"LINESTRING (11.701909389364 50.327644348195,11.701647409084 50.327731511343)",ff0aff04
"LINESTRING (10.191423138418 49.913006280339,10.191718159848 49.912909606297)",ff0aff04
"LINESTRING (10.988013761753 49.478488923702,10.987932004685 49.478455806537)",ff1e1eff
"LINESTRING (10.988013761753 49.478488923702,10.988175049734 49.478515409948)",ff53acff
"LINESTRING (11.118657427784 49.435126747367,11.118827077711 49.435124270518)",ff0aff04
"LINESTRING (11.118657427784 49.435126747367,11.118730804367 49.435056957469)",ff7cff79
"LINESTRING (10.712621846931 49.907303503276,10.712603028349 49.907220615170)",ff0aff04
"LINESTRING (11.242560020894 49.500782467468,11.242584042688 49.500867099561)",ff0aff04
"LINESTRING (11.242560020894 49.500782467468,11.242361829976 49.500843085414)",ff79ebff
"LINESTRING (11.242560020894 49.500782467468,11.242505756648 49.500825809759)",ff7cff79
"LINESTRING (11.242584042688 49.500867099561,11.242560020894 49.500782467468)",ff0aff04
"LINESTRING (11.242584042688 49.500867099561,11.242361829976 49.500843085414)",ff7cff79
"LINESTRING (11.242584042688 49.500867099561,11.242505756648 49.500825809759)",ff7cff79
"LINESTRING (10.192120505575 49.911654437417,10.192120512760 49.911824864160)",ff0aff04
"LINESTRING (10.192120512760 49.911824864160,10.192120505575 49.911654437417)",ff0aff04
